feature,frac_compound,frac_source,frac_plate_within_source,frac_residual,ss_total,compartment,feature_type,channel
Cells_RadialDistribution_MeanFrac_mito_tubeness_1of20,0.2704710652606098,0.11531803215871758,0.046165391227019,0.5680455113536537,42874.56277755825,Cells,RadialDistribution,
Cells_RadialDistribution_FracAtD_mito_tubeness_17of20,0.09270455952003555,0.5812109388592123,0.05591950918677035,0.27016499243398184,11112.965066572218,Cells,RadialDistribution,
Cells_Texture_InverseDifferenceMoment_Mito_5_03_256,0.029910007039011574,0.7766618369834601,0.06142586271587827,0.13200229326165014,7294.264957442513,Cells,Texture,Mito
Cells_Intensity_MaxIntensityEdge_AGP,0.005476259220522574,0.9370726168902392,0.03368961784988201,0.02376150603935616,5043.801777837685,Cells,Intensity,AGP
Cytoplasm_Texture_InverseDifferenceMoment_DNA_5_02_256,0.001382337138252099,0.8678183547009788,0.09511083568346826,0.03568847247730079,13737.258794108235,Cytoplasm,Texture,DNA
Nuclei_RadialDistribution_RadialCV_Mito_2of4,0.3122968363317711,0.33142456030241607,0.0226708852902025,0.3336077180756103,40937.393447533126,Nuclei,RadialDistribution,Mito
Cells_RadialDistribution_MeanFrac_mito_tubeness_12of20,0.0400627858846452,0.720395442352341,0.06208873172605854,0.17745304003695522,6494.7881618036445,Cells,RadialDistribution,
Cytoplasm_Texture_InfoMeas1_DNA_5_00_256,0.004208394263595222,0.9609849338129506,0.0048452999398844385,0.02996137198356979,4154.593713944113,Cytoplasm,Texture,DNA
Image_Texture_Entropy_RNA_3_03_256,0.1167466472757994,0.7638551232977396,0.012486446564647345,0.10691178286181367,6182.975704265649,Image,Texture,RNA
Image_Texture_Correlation_DNA_10_03_256,0.035286737211925656,0.8203362533483104,0.015919865869534824,0.12845714357022903,25346.196713193953,Image,Texture,DNA
Nuclei_Texture_Entropy_ER_10_00_256,0.005066201336959828,0.906084319474527,0.042519911504339654,0.046329567684173525,12757.958106490256,Nuclei,Texture,ER
Cells_Texture_SumAverage_DNA_5_03_256,0.0035214309089572934,0.956626298405054,0.02252941538067604,0.017322855305312686,35241.86495893035,Cells,Texture,DNA
Nuclei_Texture_Entropy_RNA_3_00_256,0.0034175948299701832,0.9185391020391613,0.03307554808191832,0.04496775504895008,12812.865940386288,Nuclei,Texture,RNA
Image_Texture_DifferenceVariance_RNA_3_01_256,0.006116568480250689,0.8053168277071924,0.16548348587652503,0.02308311793603195,157674.67275280046,Image,Texture,RNA
Nuclei_Granularity_16_AGP,0.07427212249403557,0.5533169992241386,0.005876953898858538,0.36653392438296734,10369.357485397528,Nuclei,Granularity,AGP
Nuclei_Intensity_IntegratedIntensityEdge_Mito,0.007988010779286242,0.9417504604477939,0.00810790511175782,0.042153623661161994,23010.415965485627,Nuclei,Intensity,Mito
Cytoplasm_Texture_InfoMeas2_RNA_3_00_256,0.030417866848474986,0.6216863920475864,0.21650642764178515,0.13138931346215357,48000.2186489809,Cytoplasm,Texture,RNA
Image_Texture_InfoMeas2_Mito_5_03_256,0.19741735399241656,0.5105538337629999,0.08220845727273919,0.2098203549718443,39214.10819540018,Image,Texture,Mito
Cytoplasm_Texture_DifferenceEntropy_ER_5_02_256,0.023031806155644763,0.8356279160427301,0.053976231554639736,0.08736404624698553,8903.215930793205,Cytoplasm,Texture,ER
Cytoplasm_Texture_InfoMeas2_RNA_5_02_256,0.02367198937389344,0.710130134160082,0.16493766674802743,0.10126020971799707,23337.79725089461,Cytoplasm,Texture,RNA
Image_Texture_AngularSecondMoment_AGP_10_03_256,0.2983595636104713,0.36195292206550106,0.01824348427817247,0.3214440300458552,30787.920450536956,Image,Texture,AGP
Nuclei_Texture_SumAverage_DNA_5_02_256,0.006021501626670612,0.9557595143428433,0.01981885581187883,0.018400128218607304,17752.95901992181,Nuclei,Texture,DNA
Cells_AreaShape_Zernike_7_1,0.06814843364387026,0.06829349777931354,0.010243824730716299,0.8533142438460999,34774.006983100684,Cells,AreaShape,
Image_Texture_Correlation_ER_10_02_256,0.13826104324764482,0.5794188206052462,0.01838467358980241,0.2639354625573065,10813.24713365082,Image,Texture,ER
Cells_RadialDistribution_MeanFrac_mito_tubeness_18of20,0.03974172203148873,0.7206902302223696,0.04929908699338869,0.19026896075275299,7597.996178524809,Cells,RadialDistribution,
Cytoplasm_Texture_Variance_RNA_5_03_256,0.031185647355751106,0.7537180835308246,0.003648823028242525,0.21144744608518176,73927.88922068969,Cytoplasm,Texture,RNA
Image_Texture_Correlation_RNA_3_01_256,0.0862943655402847,0.6282463111368477,0.04555142853891382,0.23990789478395377,12699.576665627903,Image,Texture,RNA
Cells_Texture_Entropy_RNA_3_00_256,0.007386953498916058,0.8942279302446081,0.03091768334135939,0.06746743291511648,13138.465751286134,Cells,Texture,RNA
Cytoplasm_AreaShape_Zernike_4_4,0.18317088543117246,0.19881291461343298,0.03156335985409207,0.5864528401013025,40511.97377281422,Cytoplasm,AreaShape,
Cells_Granularity_4_ER,0.22929555324661818,0.38909874184929216,0.009826712410358792,0.3717789924937308,39376.44602277095,Cells,Granularity,ER
Image_Texture_Entropy_DNA_5_02_256,0.014930888975547452,0.9508567458551764,0.004070333065826938,0.030142032103449266,25224.559938432754,Image,Texture,DNA
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_03_256,0.019289007813896832,0.8520428621373485,0.053368612864090295,0.07529951718466436,8130.793302968608,Cytoplasm,Texture,ER
Nuclei_AreaShape_Zernike_7_7,0.22631588145311646,0.29841816648816216,0.18039752798793585,0.29486842407078556,29227.19006501485,Nuclei,AreaShape,
Nuclei_Texture_SumEntropy_RNA_10_00_256,0.005189072503466244,0.9123516123247285,0.03538650198700373,0.04707281318480156,12476.482171753516,Nuclei,Texture,RNA
Image_Texture_SumEntropy_DNA_5_02_256,0.018291956397047615,0.9444769085043995,0.004172903277695091,0.0330582318208579,21335.658844077574,Image,Texture,DNA
Cytoplasm_Intensity_MedianIntensity_RNA,0.005547042014905453,0.9514292581441026,0.009353554585430317,0.033670145255561626,14672.843552422128,Cytoplasm,Intensity,RNA
Cells_Texture_InverseDifferenceMoment_Mito_10_00_256,0.02646549770718507,0.7734863502317703,0.06610795572018748,0.13394019634085721,7566.780744073973,Cells,Texture,Mito
Cells_Texture_Contrast_RNA_3_00_256,0.015263848599585982,0.8962367001466082,0.012989543133515928,0.07550990812028995,151130.8582563149,Cells,Texture,RNA
Cytoplasm_Texture_Contrast_RNA_10_02_256,0.033335881324455065,0.7733656310410392,0.0041078902481902066,0.1891905973863157,87199.3176376625,Cytoplasm,Texture,RNA
Cytoplasm_Intensity_MaxIntensity_Mito,0.05960937861060958,0.7346443599662116,0.033956998840630324,0.17178926258254842,13522.20033494165,Cytoplasm,Intensity,Mito
Nuclei_Granularity_15_ER,0.18693542535877244,0.4778154734683075,0.018599966564235657,0.3166491346086844,17034.1763033699,Nuclei,Granularity,ER
Cells_RadialDistribution_FracAtD_Mito_2of4,0.14491275001089093,0.27988593490929975,0.03293796937211876,0.5422633457076906,30186.136759444635,Cells,RadialDistribution,Mito
Cells_RadialDistribution_RadialCV_mito_tubeness_4of16,0.08101643800624729,0.6003605136688893,0.048268370070589414,0.2703546782542741,21150.953689325812,Cells,RadialDistribution,
Image_Intensity_MaxIntensity_DNA_BackgroundOnly,0.005980873728470465,0.8332437331475872,0.025446459417852958,0.1353289337060894,29512.583624680363,Image,Intensity,DNA
Cells_Texture_SumEntropy_ER_5_00_256,0.008628330576616635,0.8699419037253122,0.04979479431479446,0.0716349713832766,10946.726009610975,Cells,Texture,ER
Nuclei_Texture_Variance_ER_10_01_256,0.07908497358060956,0.5640763618511213,0.015168873445881368,0.34166979112238777,58977.97756630164,Nuclei,Texture,ER
Nuclei_Texture_InfoMeas1_ER_5_01_256,0.13092218622661736,0.6090189548110473,0.017944939550310863,0.24211391941202454,12037.050817251573,Nuclei,Texture,ER
Cytoplasm_Granularity_6_RNA,0.3287098122703475,0.2338422779696554,0.01115824606719624,0.4262896636928008,54118.00485510834,Cytoplasm,Granularity,RNA
Image_Texture_Contrast_ER_3_02_256,0.012666102630172482,0.8278169413016306,0.0884353783186516,0.07108157774954538,24127.618073769245,Image,Texture,ER
Image_Texture_Correlation_ER_10_03_256,0.16158233238851719,0.5143501199784973,0.026375932116497303,0.2976916155164882,11630.154920008346,Image,Texture,ER
Cells_Texture_Correlation_Mito_3_01_256,0.05327712533287454,0.6785307105443638,0.04567249857561837,0.22251966554714334,10259.247296538653,Cells,Texture,Mito
Image_Texture_AngularSecondMoment_RNA_10_00_256,0.3540242176384817,0.3432592153972586,0.022323548449728167,0.2803930185145314,46882.981555944636,Image,Texture,RNA
Cytoplasm_Texture_Entropy_DNA_5_01_256,0.006976513495135904,0.9510000888610451,0.018002446565634544,0.024020951078184492,3866.1569263201177,Cytoplasm,Texture,DNA
Cytoplasm_Texture_SumEntropy_RNA_10_03_256,0.010313293078822224,0.8858906776845804,0.03728185157452248,0.06651417766207493,10805.317850715961,Cytoplasm,Texture,RNA
Nuclei_Texture_SumEntropy_AGP_3_02_256,0.008539832788149746,0.9257310339022004,0.03899711495555195,0.02673201835409805,32826.23245063127,Nuclei,Texture,AGP
Nuclei_Texture_DifferenceEntropy_DNA_5_01_256,0.00927588553053737,0.9653206862494078,0.0094736181764982,0.0159298100435567,4714.896528767182,Nuclei,Texture,DNA
Cytoplasm_Texture_InfoMeas2_Mito_5_00_256,0.023174532064663644,0.7528200680068404,0.050274996623956694,0.17373040330453915,7919.323423255546,Cytoplasm,Texture,Mito
Image_Texture_InfoMeas1_Mito_10_02_256,0.12332444052969417,0.47146543712325883,0.05798918790720683,0.3472209344398402,13828.025886863492,Image,Texture,Mito
Nuclei_Texture_Correlation_Mito_3_00_256,0.007945409784117077,0.8892590733219976,0.025882901052359894,0.07691261584152556,5218.113499668814,Nuclei,Texture,Mito
Cytoplasm_RadialDistribution_FracAtD_RNA_2of4,0.08569047614419181,0.22130376706398638,0.03053326899611373,0.6624724877957081,32762.68937000804,Cytoplasm,RadialDistribution,RNA
Cytoplasm_Texture_SumVariance_Mito_10_02_256,0.10942544028890065,0.3971882014433667,0.058205651432673394,0.4351807068350594,29227.52021175389,Cytoplasm,Texture,Mito
Cytoplasm_Texture_AngularSecondMoment_DNA_5_01_256,0.003603594859001417,0.942787323689845,0.015192640073192498,0.0384164413779611,7119.922036483858,Cytoplasm,Texture,DNA
Cytoplasm_Texture_AngularSecondMoment_ER_3_02_256,0.029743969710684628,0.6398597450650162,0.1294590201148109,0.20093726510948842,99357.08162668016,Cytoplasm,Texture,ER
Cells_Texture_Contrast_DNA_5_02_256,0.03204813182850559,0.7717288193792016,0.07473084187184705,0.12149220692044585,371662.92261069873,Cells,Texture,DNA
Cytoplasm_Texture_SumAverage_DNA_10_00_256,0.0010117719700570313,0.975671430630733,0.012575783576220457,0.010741013822989446,65411.4703461366,Cytoplasm,Texture,DNA
Image_Texture_InfoMeas2_AGP_3_03_256,0.21209286557781018,0.4843056930999203,0.02177997870210854,0.28182146262016106,66409.1053366535,Image,Texture,AGP
Image_Texture_InfoMeas2_RNA_3_02_256,0.4258325210099929,0.19998355650564503,0.04341422102470615,0.33076970145965584,214801.65075142894,Image,Texture,RNA
Nuclei_Texture_SumEntropy_DNA_5_03_256,0.005464858290906019,0.9768940452660819,0.0068833389089939636,0.010757757534018047,5839.24208282626,Nuclei,Texture,DNA
Nuclei_Texture_InverseDifferenceMoment_RNA_5_01_256,0.004415397083568661,0.9037090472960666,0.03523018756646492,0.05664536805389977,19731.42314542005,Nuclei,Texture,RNA
Image_Texture_InverseDifferenceMoment_AGP_5_03_256,0.07513072073114888,0.8013160812657631,0.03261387489925292,0.09093932310383511,5187.237235412684,Image,Texture,AGP
Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_6of16,0.019920468345896832,0.5090797344466643,0.07257444275895647,0.3984253544484822,862622.1434567672,Cytoplasm,RadialDistribution,
Cells_Texture_Contrast_Mito_10_02_256,0.19236746559541099,0.2407327060167685,0.04939477381024923,0.5175050545775712,49038.758577403736,Cells,Texture,Mito
Cells_Texture_Contrast_RNA_10_02_256,0.04755459016226396,0.7012609625634172,0.013041610299051567,0.2381428369752671,82385.65854598681,Cells,Texture,RNA
Image_Intensity_MeanIntensity_DNA,0.0014760490007624239,0.972857390995481,0.011930950664525413,0.013735609339231163,70792.9077363682,Image,Intensity,DNA
Cells_Texture_InfoMeas2_AGP_5_02_256,0.00409516101687593,0.9327002775307355,0.035616456157226195,0.027588105295162455,19060.615993118983,Cells,Texture,AGP
Nuclei_Granularity_9_AGP,0.14130430432380997,0.6015784674549394,0.0234508953830358,0.23366633283821486,76516.72271679925,Nuclei,Granularity,AGP
Cells_Correlation_RWC_Mito_ER,0.02874041855065683,0.7718703124895842,0.056977893606061224,0.1424113753536979,7856.853181259163,Cells,Correlation,ER
Nuclei_Texture_SumVariance_AGP_5_03_256,0.11460026316221121,0.41269989393493833,0.013849336426125956,0.4588505064767245,56607.128146209114,Nuclei,Texture,AGP
Nuclei_Texture_InfoMeas1_ER_10_01_256,0.1818770718931447,0.4881206575773982,0.03396446376253628,0.29603780676692093,18058.429018596467,Nuclei,Texture,ER
Nuclei_Texture_Contrast_ER_5_03_256,0.09605953499069522,0.5308192449014248,0.013942396062107228,0.35917882404577267,62405.39163465848,Nuclei,Texture,ER
Image_Texture_InverseDifferenceMoment_AGP_3_01_256,0.07118550181204138,0.7972386342664846,0.04151209902779066,0.09006376489368337,4964.032364629392,Image,Texture,AGP
Image_Texture_SumVariance_DNA_3_02_256,0.0005359573675855832,0.9815147789112304,0.010683974287985459,0.0072652894331987255,760877.4173822982,Image,Texture,DNA
Cytoplasm_Correlation_Overlap_ER_Mito,0.05064460499670139,0.7913127485604502,0.04659127589799788,0.1114513705448506,13817.555704431585,Cytoplasm,Correlation,ER
Image_Granularity_1_RNA,0.21502428042271135,0.5384751491268989,0.012568978871006926,0.233931591579383,9618.35255866743,Image,Granularity,RNA
Cells_Texture_Entropy_AGP_10_03_256,0.006280367367741963,0.9195670078481791,0.04092736190027496,0.03322526288380401,27669.445547024654,Cells,Texture,AGP
Cells_Texture_Entropy_DNA_10_00_256,0.004492580322257338,0.9682624923310856,0.006348323995932694,0.02089660335072436,5137.2507055725255,Cells,Texture,DNA
Cytoplasm_Texture_InfoMeas1_ER_10_03_256,0.06586553173762491,0.7255737682397332,0.05037677352291637,0.15818392649972554,7920.5894787442885,Cytoplasm,Texture,ER
Cells_RadialDistribution_RadialCV_mito_tubeness_5of16,0.07553894045373771,0.6200876246654654,0.050010533525090696,0.2543629013557063,22329.619569335842,Cells,RadialDistribution,
Cells_Texture_Contrast_AGP_3_01_256,0.062354244413442894,0.6442043390239429,0.007481308844705734,0.2859601077179086,71825.44484115209,Cells,Texture,AGP
Cells_Texture_InfoMeas1_AGP_3_03_256,0.011429521781674855,0.8475594950650922,0.05993934893369987,0.08107163421953306,8066.038804450443,Cells,Texture,AGP
Image_Texture_Entropy_ER_5_00_256,0.12159129518984822,0.7538015373739227,0.01376418743220441,0.11084298000402464,13794.697760188697,Image,Texture,ER
Cells_Granularity_4_Mito,0.18711942432596007,0.461947815968381,0.01661819480524892,0.33431456490041,13002.935242798503,Cells,Granularity,Mito
Cytoplasm_Texture_InfoMeas1_RNA_10_03_256,0.05048024372792183,0.7582724481256579,0.019188521459343938,0.17205878668707617,8813.3987529181,Cytoplasm,Texture,RNA
Image_Texture_SumVariance_ER_5_01_256,0.009996418251872304,0.8502426643331733,0.05302947342131072,0.08673144399364355,18816.353335450513,Image,Texture,ER
Cells_Texture_Contrast_DNA_3_03_256,0.035379450161550856,0.7524802841418414,0.07927246190693654,0.13286780378967117,322969.51313187566,Cells,Texture,DNA
Cytoplasm_AreaShape_Eccentricity,0.19131847417340328,0.2050258793379865,0.0074873489234460605,0.5961682975651642,24558.515576771708,Cytoplasm,AreaShape,
Cells_Texture_SumAverage_AGP_5_03_256,0.003235169131206397,0.9623221205019737,0.019065746613914657,0.0153769637529053,6859.502270310037,Cells,Texture,AGP
Cells_Texture_SumAverage_DNA_10_00_256,0.003378551769277886,0.9567478326021915,0.022140789900368916,0.017732825728161705,33502.47356631674,Cells,Texture,DNA
Cells_Texture_SumAverage_Mito_3_02_256,0.008457713093625016,0.9423208173382845,0.008059155851424403,0.04116231371666597,31299.89136479538,Cells,Texture,Mito
Cytoplasm_RadialDistribution_MeanFrac_DNA_2of4,0.010382814821799568,0.9247376506760561,0.01894693425490025,0.04593260024724413,20166.852872039526,Cytoplasm,RadialDistribution,DNA
Cells_Granularity_16_Mito,0.19060734854601669,0.3316166816641905,0.02194491181882927,0.45583105797096357,15850.866342581428,Cells,Granularity,Mito
Cytoplasm_Texture_InverseDifferenceMoment_RNA_10_01_256,0.008895232889557425,0.8657275617883571,0.045640318535558874,0.07973688678652657,19362.340889797626,Cytoplasm,Texture,RNA
Image_ImageQuality_PercentMaximal_OrigAGP,0.015350470220562466,0.3202398635192297,0.08004948739055594,0.584360178869652,429938.12590876484,Image,ImageQuality,
Image_Intensity_UpperQuartileIntensity_ER__BackgroundOnly,0.002021290478405948,0.9396718591106715,0.002816256894337589,0.055490593516585016,68407.35957134358,Image,Intensity,ER
Cells_RadialDistribution_FracAtD_mito_tubeness_6of16,0.21952879200067213,0.1612742536862696,0.05371450295321426,0.5654824513598441,32657.298784266,Cells,RadialDistribution,
Cytoplasm_Texture_SumAverage_AGP_5_00_256,0.0022780640536371943,0.9630538245797419,0.022583472316034674,0.012084639050586082,8765.492590446258,Cytoplasm,Texture,AGP
Image_Texture_AngularSecondMoment_Mito_3_03_256,0.20059879795002442,0.5345666202156472,0.052349257484292255,0.21248532435003625,25675.21151378647,Image,Texture,Mito
Nuclei_Intensity_UpperQuartileIntensity_AGP,0.013595001084055093,0.9253421340528616,0.017481425272793318,0.04358143959028985,5049.031170039092,Nuclei,Intensity,AGP
Image_Intensity_TotalArea_Mito_BackgroundOnly,0.2757437985806492,0.45886781724025927,0.015064126027869653,0.2503242581512217,11723.584905771417,Image,Intensity,Mito
Cells_Texture_InfoMeas2_AGP_5_00_256,0.00505072928299823,0.9471281415185516,0.024730265831808578,0.023090863366641696,18113.991672126598,Cells,Texture,AGP
Image_Texture_SumEntropy_ER_3_00_256,0.15796982259054113,0.6918361051488245,0.014705325808903153,0.13548874645173106,15151.853627688291,Image,Texture,ER
Cytoplasm_Texture_InfoMeas2_ER_3_00_256,0.024821337252264406,0.8167059405057235,0.05755687045293226,0.10091585178907979,42845.61108360201,Cytoplasm,Texture,ER
Nuclei_Texture_Entropy_AGP_10_03_256,0.0034033295954027615,0.9396859926443454,0.036112860814071966,0.020797816946179878,31092.44669440506,Nuclei,Texture,AGP
Cytoplasm_Texture_SumEntropy_AGP_10_03_256,0.008916069180424776,0.9073379572591982,0.04672472274244724,0.0370212508179298,23197.751582863017,Cytoplasm,Texture,AGP
Nuclei_Texture_SumEntropy_AGP_5_01_256,0.007900532582586666,0.9284307926182004,0.037424461655232756,0.02624421314398026,32962.54190549131,Nuclei,Texture,AGP
Cells_Texture_SumVariance_AGP_10_02_256,0.13106680257367143,0.35652200265665296,0.014637110287459947,0.4977740844822157,45090.656901238064,Cells,Texture,AGP
Cytoplasm_Texture_SumVariance_AGP_5_03_256,0.09734849180072451,0.43644275985525904,0.012712665464779721,0.4534960828792369,38260.357778548,Cytoplasm,Texture,AGP
Cytoplasm_Texture_SumVariance_Mito_3_03_256,0.11232993747311863,0.39440242304980544,0.05782545205122295,0.4354421874258529,30788.235092044866,Cytoplasm,Texture,Mito
Cytoplasm_RadialDistribution_RadialCV_mito_tubeness_17of20,0.06511774004150021,0.6927871167133585,0.05076207119672018,0.19133307204842098,16763.089505120945,Cytoplasm,RadialDistribution,
Cells_Texture_DifferenceEntropy_ER_10_01_256,0.01198067369936742,0.8557266997342985,0.04827436735793738,0.08401825920839658,9929.599669083886,Cells,Texture,ER
Image_Texture_InfoMeas2_Mito_3_01_256,0.24410703122330038,0.453459164162568,0.07182658015616175,0.2306072244579699,69075.74319396133,Image,Texture,Mito
Cells_Texture_DifferenceVariance_AGP_10_00_256,0.003213725029044092,0.8914705002988889,0.07792342443156401,0.027392350240503044,493360.7409873557,Cells,Texture,AGP
Cytoplasm_Texture_InfoMeas2_AGP_3_00_256,0.004440668391951743,0.9428244624396861,0.03204106310164519,0.020693806066716874,29030.06574761557,Cytoplasm,Texture,AGP
Cells_Parent_CellsIncludingEdges,0.0690735936504084,0.8232397207388165,0.009271837592988455,0.0984148480177867,6620.7630496594165,Cells,Parent,
Cells_Texture_Entropy_RNA_10_02_256,0.007541504019622608,0.8862452864350375,0.03687383597828566,0.06933937356705423,14901.927491038961,Cells,Texture,RNA
Cells_Texture_SumEntropy_DNA_10_00_256,0.003960236974139096,0.971046355891956,0.005953117443055111,0.01904028969084965,5466.053265731855,Cells,Texture,DNA
Cytoplasm_Granularity_4_ER,0.14230747627458604,0.5002458097667366,0.028803406878619882,0.3286433070800576,14195.367288860902,Cytoplasm,Granularity,ER
Cells_RadialDistribution_MeanFrac_ER_4of4,0.038526042422513805,0.7101171533298565,0.03825338404692758,0.21310342020070216,7401.599536912836,Cells,RadialDistribution,ER
Cytoplasm_Texture_AngularSecondMoment_DNA_10_03_256,0.004325984719963911,0.9363011146503195,0.027944183722082395,0.03142871690763408,8873.102068036515,Cytoplasm,Texture,DNA
Image_Texture_InfoMeas2_ER_3_00_256,0.4628852968330576,0.1446769778994347,0.019106896128140274,0.3733308291393675,143753.3999956424,Image,Texture,ER
Cells_RadialDistribution_FracAtD_DNA_2of4,0.025600050940416983,0.8141758305066735,0.01746595044096075,0.14275816811194864,15663.295888625253,Cells,RadialDistribution,DNA
Image_Texture_InverseDifferenceMoment_ER_10_01_256,0.1238759263131959,0.7511093148312459,0.01300494895248828,0.11200980990306998,11766.262650714092,Image,Texture,ER
Nuclei_Intensity_MinIntensityEdge_RNA,0.003839003126519113,0.9571419074613322,0.009820980577926124,0.02919810883422263,10242.210693275028,Nuclei,Intensity,RNA
Image_Texture_AngularSecondMoment_DNA_3_02_256,0.02805379761095834,0.8962208575130262,0.00881585711596138,0.06690948776005418,5419.389418101882,Image,Texture,DNA
Nuclei_Texture_InfoMeas2_ER_10_02_256,0.013792939583357392,0.8818438898188502,0.042305094506863296,0.062058076090929004,9209.227515112641,Nuclei,Texture,ER
Cytoplasm_Texture_InfoMeas2_AGP_10_01_256,0.012256670529533739,0.9355698334400631,0.02064846574089263,0.03152503028951074,24360.171138616977,Cytoplasm,Texture,AGP
Cytoplasm_Texture_Variance_Mito_5_00_256,0.12762960962056466,0.3544097571278365,0.06135194450218242,0.4566086887494164,31995.389191455088,Cytoplasm,Texture,Mito
Cells_AreaShape_Zernike_7_5,0.210022329030892,0.20707792103207062,0.03390479158533952,0.5489949583516978,45693.62824197816,Cells,AreaShape,
Image_Texture_SumEntropy_DNA_10_03_256,0.021017091823301293,0.9401483400839993,0.0036486780422044563,0.03518589005049492,21654.89888999589,Image,Texture,DNA
Nuclei_Texture_InfoMeas1_DNA_10_00_256,0.06099445537997118,0.7932928508672955,0.02669006085343316,0.11902263289930021,10152.245247257966,Nuclei,Texture,DNA
Cytoplasm_Correlation_Manders_ER_RNA,0.22454702976817026,0.4140395788456845,0.024829807570144115,0.33658358381600123,132099.05332415833,Cytoplasm,Correlation,ER
Cytoplasm_Granularity_14_DNA,0.010060820882596109,0.6304710782642943,0.09763504098632776,0.2618330598667818,127057.69518146614,Cytoplasm,Granularity,DNA
Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.12169616284261096,0.4537991664419065,0.0879160311473794,0.3365886395681031,18985.634036564734,Cytoplasm,RadialDistribution,ER
Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_19of20,0.048582389184914615,0.6103074271991807,0.04502277162995983,0.2960874119859448,15254.31692444963,Cytoplasm,RadialDistribution,
Cytoplasm_RadialDistribution_FracAtD_mito_tubeness_9of16,0.05974682916362702,0.46220397761199666,0.12158046489852183,0.3564687283258545,414499.2587858577,Cytoplasm,RadialDistribution,
Cytoplasm_Texture_InfoMeas1_DNA_3_01_256,0.00343011749207141,0.9683498045186067,0.0032767366424803065,0.024943341346841494,4436.623285170053,Cytoplasm,Texture,DNA
Cytoplasm_Texture_AngularSecondMoment_Mito_10_00_256,0.02357838788718111,0.5821536112145148,0.15320088334322207,0.24106711755508192,34614.830681561885,Cytoplasm,Texture,Mito
Image_Texture_SumEntropy_AGP_10_00_256,0.10531299874242672,0.7635076463970725,0.01955593478877944,0.11162342007172124,6541.455157603383,Image,Texture,AGP
Nuclei_Texture_AngularSecondMoment_ER_5_00_256,0.01828533576748357,0.6618581793844385,0.11615985139005977,0.20369663345801806,145277.99053502138,Nuclei,Texture,ER
Cells_Correlation_RWC_ER_RNA,0.017402392321135524,0.716579601431892,0.10044402173379317,0.1655739845131794,108498.28687297316,Cells,Correlation,ER
Cells_Texture_DifferenceEntropy_RNA_3_02_256,0.01127869006258307,0.883981539247811,0.02541046519031162,0.07932930549929423,11923.01088424166,Cells,Texture,RNA
Cytoplasm_Granularity_13_AGP,0.17940530362508494,0.4460290684203688,0.011421610136629283,0.3631440178179171,16606.12588002457,Cytoplasm,Granularity,AGP
Image_Texture_InverseDifferenceMoment_DNA_5_02_256,0.015368143737357747,0.9447504942461957,0.0029592691596378026,0.03692209285680888,17751.361363308082,Image,Texture,DNA
Image_Granularity_15_Mito,0.15815551464433586,0.1494651565841419,0.01182746416578731,0.680551864605735,18449.27373245806,Image,Granularity,Mito
Cytoplasm_Texture_SumEntropy_ER_5_03_256,0.010226988026310998,0.8850860603032014,0.048390554068599004,0.056296397601888475,10217.217754400817,Cytoplasm,Texture,ER
Image_Granularity_3_AGP,0.026938697388049257,0.7944583118443366,0.03268602876853546,0.14591696199907872,20268.385919863795,Image,Granularity,AGP
Image_Texture_SumVariance_RNA_5_03_256,0.010058809873073482,0.8883227635538948,0.02169293592634553,0.07992549064668596,47622.52857560193,Image,Texture,RNA
Nuclei_Texture_AngularSecondMoment_RNA_5_00_256,0.013588352060129046,0.8341397450980085,0.022671685591372174,0.1296002172504903,340314.3751456378,Nuclei,Texture,RNA
Image_Texture_InverseDifferenceMoment_ER_5_00_256,0.08356298745865062,0.8162169793595164,0.011538563670613825,0.08868146951121904,12889.817982330016,Image,Texture,ER
Image_ImageQuality_Correlation_OrigER_10,0.0254446003770834,0.8371743440578853,0.019383700736997814,0.11799735482803345,13762.32608490184,Image,ImageQuality,
Image_Texture_DifferenceVariance_ER_3_01_256,0.01745115117017911,0.6973006302093622,0.23712861155450987,0.0481196070659489,58781.53289647298,Image,Texture,ER
Cytoplasm_AreaShape_BoundingBoxMaximum_X,0.01706550244091337,0.5275282004810266,0.008100542449772026,0.44730575462828814,16132.279077813751,Cytoplasm,AreaShape,
Cytoplasm_Texture_AngularSecondMoment_AGP_3_03_256,0.012928198892586968,0.7790959175075934,0.14723694367136236,0.06073893992845717,295886.08137739275,Cytoplasm,Texture,AGP
Nuclei_Granularity_7_Mito,0.10331761315628077,0.4804981454942574,0.09421963227433545,0.3219646090751264,14102.167715509611,Nuclei,Granularity,Mito
Nuclei_Correlation_K_Mito_ER,0.011017752519940638,0.8934430258920371,0.0335341021415419,0.06200511944648037,193677.35522080873,Nuclei,Correlation,ER
Cytoplasm_RadialDistribution_MeanFrac_mito_tubeness_6of20,0.01721017322486445,0.5193336598315531,0.07024294744448702,0.3932132194990956,725365.4696390263,Cytoplasm,RadialDistribution,
Image_Texture_AngularSecondMoment_ER_5_00_256,0.3612427840215952,0.320201295718101,0.01824295241749876,0.3003129678428049,28179.601031143902,Image,Texture,ER
