gene,frac_target,frac_guide_within_target,frac_batch,frac_residual,ss_total,ss_total_check
DDX39A,0.2661149646556042,0.006697045158423075,0.08761861847403689,0.6395693717119358,13249.36309878281,13249.363098784008
PKN1,0.19172143484588772,0.008980743222860728,0.07394814741570481,0.7253496745155468,4284.399565840334,4284.39956584068
GIPC1,0.14394736935459615,0.007563951112720396,0.04112010038077361,0.8073685791519097,1843.0807965444535,1843.0807965443541
DNAJB1,0.16664494394696558,0.008147225417158312,0.03423479486922885,0.7909730357666472,4032.567500889161,4032.5675008892936
TECR,0.16802949766596614,0.007824499717902991,0.16851857153089175,0.6556274310852391,11226.479417815339,11226.479417815295
NDUFB7,0.23057956741559957,0.007437826370678762,0.17433006802313858,0.587652538190583,25885.440841409345,25885.44084140813
ILVBL,0.12235092358643318,0.008954136982841374,0.02777164189885267,0.8409232975318728,809.0170142601041,809.017014260066
BRD4,0.19751375369301213,0.007075842741864575,0.11051341009007332,0.68489699347505,14346.794895025168,14346.794895025523
AKAP8,0.13475238744445586,0.007553235734647749,0.04433857805801794,0.8133557987628786,2108.164878110633,2108.1648781106724
AKAP8L,0.1979507715459264,0.007444684953770536,0.052144063118329816,0.7424604803819733,4513.694963994588,4513.694963994696
WIZ,0.11127942959996608,0.008758005535200637,0.03580158803100803,0.8441609768338253,1259.1933932557574,1259.1933932557324
UCA1,0.3663967946126923,0.005698539711300579,0.06244057668226381,0.5654640889937432,10896.176960187262,10896.17696018712
TPM4,0.21470344106315092,0.00584257424553432,0.08040625631672538,0.6990477283745895,8255.25627394029,8255.25627394068
RAB8A,0.16552188775462323,0.007293216639322264,0.07511962172910852,0.752065273876946,5429.026060481725,5429.0260604814985
FAM32A,0.15698819736676056,0.007989427974160537,0.0643279396274874,0.7706944350315914,3573.5188602448725,3573.5188602450744
AP1M1,0.106269672728247,0.007187410343069375,0.025463660758245545,0.861079256170438,1155.9903935984023,1155.9903935984473
EPS15L1,0.12624006506543475,0.0072427631240532956,0.03891557938540953,0.8276015924251025,1070.6934189415954,1070.693418941661
CHERP,0.17857126519672403,0.007911090264097902,0.040335346655462026,0.7731822978837161,2479.9449194321483,2479.9449194321055
SLC35E1,0.12026093977269062,0.007596187597021916,0.036019756254606135,0.8361231163756813,1799.4453748186436,1799.4453748187884
MED26,0.1007667006540967,0.009294572442850717,0.020511929955319936,0.8694267969477327,587.2619838549742,587.2619838549722
SMIM7,0.24303749314620657,0.00691958398884698,0.09697469517052895,0.6530682276944174,9063.30552074279,9063.305520743314
SIN3B,0.1052157368311752,0.0077361318035968785,0.028456363766638664,0.8585917675985892,1019.7885323002666,1019.7885323003228
HAUS8,0.11177377165857744,0.00919974293445483,0.0279586760312933,0.8510678093756745,1133.060783013368,1133.060783013453
MYO9B,0.10722399528460519,0.0063720920962760125,0.02764075597835104,0.8587631566407677,955.5672498855668,955.5672498855283
USE1,0.18679185633236906,0.007245266686251134,0.045025760760549045,0.7609371162208307,1967.2116678821058,1967.211667882228
OCEL1,0.12428661519649839,0.007457166245123937,0.026027451563671377,0.8422287669947064,950.5735565291166,950.573556529276
NR2F6,0.16143818605177923,0.009390716501766755,0.09638384734664167,0.7327872500998124,5707.671480450869,5707.671480451103
BABAM1,0.20683616455197906,0.0073489029181378505,0.08805991548768718,0.697755017042196,6851.1497370747475,6851.149737075282
MRPL34,0.2334648132357197,0.007630564493955438,0.12487331927259102,0.6340313029977338,14562.30018425075,14562.30018425031
DDA1,0.15562530981078598,0.006318039664273546,0.06535587228735742,0.772700778237583,3732.5905138639105,3732.5905138635712
GTPBP3,0.15387280301574674,0.00863742432204965,0.047330373684994854,0.7901593989772088,2239.6161981134132,2239.6161981136192
