feature,frac_compound,frac_source,frac_plate_within_source,frac_residual,ss_total,compartment,feature_type,channel
Nuclei_AreaShape_Area,0.46539087840547966,0.008842572834533291,0.0007809285000839332,0.5249856202599033,140643.034744442,Nuclei,AreaShape,
Cells_Texture_InfoMeas2_DNA_3_00_256,0.12940597437856186,0.03966754725316667,0.007028830496901733,0.8238976478713699,93803.94441925446,Cells,Texture,DNA
Cells_Texture_InverseDifferenceMoment_AGP_10_03_256,0.14601078138184573,0.040941474254855115,0.0015880016630949994,0.811459742700204,67847.24113920727,Cells,Texture,AGP
Image_Texture_SumVariance_RNA_5_00_256,0.3141676240723649,0.020910839604172993,0.001271168477200389,0.6636503678462617,30453.433717157684,Image,Texture,RNA
Nuclei_Texture_Variance_RNA_3_01_256,0.36356042453769327,0.0508981616136074,0.0010773629779847992,0.5844640508707144,142367.03020499792,Nuclei,Texture,RNA
Cytoplasm_Texture_InfoMeas1_AGP_3_03_256,0.1346895516933594,0.055876914049384475,0.0007489841353501291,0.808684550121906,77884.28860350265,Cytoplasm,Texture,AGP
Cytoplasm_Intensity_StdIntensity_ER,0.32193741285488653,0.053058629111268095,0.0009003310447718256,0.6241036269890736,113580.73975295122,Cytoplasm,Intensity,ER
Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_01_256,0.12331333105983225,0.06205096658696089,0.0024301830302526145,0.8122055193229543,45152.439969393294,Cytoplasm,Texture,Mito
Cells_Texture_Entropy_ER_5_03_256,0.156251796480317,0.05169047863232683,0.0006442619047691379,0.791413462982587,90318.24418943505,Cells,Texture,ER
Image_ImageQuality_MADIntensity_OrigER,0.3550615640424969,0.07541907619804986,0.002417864653351794,0.5671014951061015,39607.348328146356,Image,ImageQuality,
Image_Threshold_OrigThreshold_CellsIncludingEdges,0.2956759832590145,0.03022887359246801,0.0024056492426911096,0.6716894939058264,24732.377558173055,Image,Threshold,
Nuclei_RadialDistribution_FracAtD_AGP_2of4,0.13637799492418745,0.07522148462354825,0.00034240934194758457,0.7880581111103168,114341.71420160543,Nuclei,RadialDistribution,AGP
Cytoplasm_AreaShape_Zernike_8_6,0.36976537225820666,0.036074054083420605,0.001015843294306635,0.5931447303640661,94354.0321265861,Cytoplasm,AreaShape,
Nuclei_Texture_AngularSecondMoment_RNA_5_03_256,0.11857900042197433,0.08163399292170287,0.0013989807182017242,0.798388025938121,98369.9811224066,Nuclei,Texture,RNA
Cytoplasm_Texture_DifferenceVariance_AGP_5_03_256,0.1248108370210763,0.05859043047289086,0.0010462122302027513,0.8155525202758301,59411.84226365391,Cytoplasm,Texture,AGP
Cytoplasm_Texture_Contrast_DNA_3_02_256,0.37944840704604554,0.028381336708205498,0.0020476174452232305,0.5901226388005256,151554.95071599726,Cytoplasm,Texture,DNA
Nuclei_Granularity_14_RNA,0.3245670421103645,0.032258569037056165,0.0030402445322665205,0.6401341443203128,41188.41165384717,Nuclei,Granularity,RNA
Nuclei_AreaShape_Zernike_6_6,0.3032827852780525,0.022837536419613384,0.0017987246644879688,0.672080953637846,39388.88416053803,Nuclei,AreaShape,
Image_Granularity_3_ER,0.32053215503150567,0.02617033598714486,0.0019042026723588234,0.6513933063089906,60150.95439169268,Image,Granularity,ER
Image_Texture_DifferenceEntropy_DNA_3_00_256,0.4194426429751974,0.046829602479962276,0.004295987800648604,0.5294317667441917,46349.447530812875,Image,Texture,DNA
Image_Intensity_MeanIntensity_ER,0.48970533868681354,0.032038204109803056,0.0016085333840183864,0.47664792381936516,37090.63886091641,Image,Intensity,ER
Nuclei_Texture_DifferenceEntropy_AGP_5_02_256,0.17427794034168484,0.05149970972347194,0.0015704139741641663,0.772651935960679,63625.35855123168,Nuclei,Texture,AGP
Cytoplasm_Texture_InfoMeas1_AGP_10_02_256,0.29144008551089884,0.035024680857656185,0.004285055599957861,0.669250178031487,84611.82205077133,Cytoplasm,Texture,AGP
Cytoplasm_Texture_Variance_RNA_5_00_256,0.40943260348101335,0.04513709292304205,0.0007139064505540572,0.5447163971453906,165026.99790544988,Cytoplasm,Texture,RNA
