target_gene,n_pseudobulk_samples,ss_target,ss_guide_within_target,ss_batch_within_target,perturbation_quality
GPR61,6,20468.046813302273,8.910322156086909e-27,137574.7593932398,0.12950951267312422
BUB1,46,215862.89804634763,3.2258544511137856e-26,1455188.106689689,0.1291779230164467
COASY,28,122869.65044934693,2.880976417611781e-26,831859.9268688875,0.1286957619920803
TRAPPC11,5,18608.28736933513,5.6925002952047115e-27,126300.55870008431,0.12841374335712202
TXNL4B,7,14326.726208220283,9.289537158850664e-27,97656.17499440785,0.12793673011111495
COPZ1,6,29254.91695583686,47005.09887310976,152494.79952276184,0.127887655220974
NANOG,4,9486.776377120925,0.0,65039.13650041376,0.1272950039902248
METTL23,5,9747.487014910734,3.371279103818326e-27,66879.76030480016,0.12720654017808336
PPARGC1B,11,31619.137269568644,1.029362778704314e-26,217300.0864659993,0.1270256945006317
LIMS1,33,121341.1556213623,3.1446493620542595e-26,835088.8484928773,0.12686883002351823
NUP160,35,138576.24609542452,6.62694428159287e-26,955637.9613291472,0.12664453189799868
UBE2D3,9,30045.41432792306,7.717015865579356e-27,207684.28251515602,0.12638477534321457
PPP4R2,16,83661.91608124241,0.0,580210.9963361084,0.12602098160114034
ANAPC1,7,34228.7116976115,5.672636424340668e-27,237449.2440504456,0.1259900222797384
DPH1,29,157896.7521167331,100543.89674523612,996121.3114805976,0.1258580740592663
ZMAT2,41,183681.17588526176,22107.603210609996,1254360.3560168224,0.12579617483462419
GOLGA6L1,22,102208.8394905369,3.695163236523186e-26,713954.2513597893,0.12523090131906087
SMC5,4,7994.627834278961,0.0,56225.11463046108,0.12448863118173395
RPF1,8,90481.4472260183,0.0,636516.8741990076,0.12445894929806862
MAD2L1,11,25107.51847209459,1.3628592144114158e-26,177257.15723523294,0.12407065800558324
TEAD3,30,95332.75233197057,5.090153994801564e-26,674292.3738622164,0.12386907480969742
MAD2L2,24,119279.67913658202,3.416826820833004e-26,844325.6418897782,0.12378478671073986
MMGT1,18,63516.50329256419,1.7566352931542292e-26,453315.2651148057,0.1228958960636106
EIF1AX,8,43899.76456192528,0.0,313729.59171955386,0.12275212812052576
SNX15,69,260110.4173172944,53843.77791231348,1810307.2146089,0.1224474615565646
SRSF10,6,18364.49908134164,5.97981577567738e-27,131632.2569332352,0.12243264167364365
PRPF6,27,122550.81057485101,3.6552717149435464e-26,878794.5462176268,0.12238615752651746
ICE1,44,163558.80345502013,4.9931662606287095e-26,1192145.234915229,0.12064491867387317
PIK3C3,4,14757.680136968214,0.0,108946.76915506095,0.11929789285209742
SLC39A9,48,150412.12631134014,6.592982385708077e-26,1110885.4700378191,0.1192518932460585
NDUFB4,15,68087.37157682607,2.0345875720462987e-26,503815.10674581415,0.11905416422835366
DHX33,7,27868.706984508266,7.497424838780312e-27,206693.18187081112,0.11881174354670218
LSM5,10,32335.903367573836,1.2556033940997887e-26,241827.2659590386,0.11794400920807804
ZNF763,13,33916.687240086336,1.0553877890157138e-26,253882.988624172,0.11784824683431282
CHMP7,25,127349.4146209775,2.1864636800068373e-26,954198.3655993748,0.11774737736970954
PRELID1,7,13404.66619400906,6.085962725901255e-27,100873.67677569916,0.11729839482851302
SF3B2,48,152608.9967513662,3.13869132922507e-26,1152180.9782595376,0.11696058344569278
ZRSR2,4,26097.383987699835,0.0,197146.04700738896,0.11690101639888324
PDCD6,20,76691.65304116285,2.9315814353872047e-26,583386.3933040863,0.11618573510479974
HMGN2,5,14587.788542529066,3.870228262655721e-27,110970.95837475163,0.11618297331479137
WDR25,13,34997.64580552076,1.3630095595735963e-26,266677.9852044431,0.11601084810315636
NAA35,17,88255.68936446475,2.3659088775250438e-26,673901.8558960296,0.1157971733184118
PCBP2,7,30386.47307042622,37098.10140387498,195519.2569232505,0.11553623728201355
SP2,7,21403.72724347361,9.794321574519432e-27,163882.04293195345,0.11551738281471231
