target_gene,n_pseudobulk_samples,ss_target,ss_guide_within_target,ss_batch_within_target,perturbation_quality
RPS23,6,199257.1082119403,5.39933164721074e-27,195405.48973137216,0.5048796345291394
RPL8,40,1135309.1453748657,2.0188842089015333e-26,1115064.5519527134,0.5044980514672281
EIF3D,21,960241.8751852056,2.6533756327041044e-26,947113.2073886992,0.5034415898529995
EXOSC2,23,455126.50027482584,1.6773012777802381e-26,452256.5608955987,0.5015814375989812
PSMD13,6,105856.08193996995,5.238883322311146e-27,105267.09890821073,0.5013948800633664
TRMT10C,5,204630.66608439453,6.0055217179549185e-27,203649.11431377166,0.5012020577772253
NKAP,5,91661.39559101508,4.591765494072257e-27,91695.5308139981,0.4999069159162615
GTF2H4,5,141614.54151121716,4.6244306140800256e-27,141677.10009890058,0.49988958624524205
KIF23,4,290037.3625037556,0.0,291315.47688681213,0.49890074125689626
ELP3,7,148562.7672818186,1.2057009507532532e-26,149697.37109920548,0.49809796269869383
MRPS21,6,89930.62628438752,5.4958773417093105e-27,90819.28738544331,0.49754173851867206
RPS11,31,809085.2322540836,1.890348970481905e-26,820273.5403538698,0.49656665300243297
RPUSD4,5,87351.12982248716,4.275124728955462e-27,88894.07417690428,0.4956227337839433
MCM10,20,1456672.048898896,3.1301946696834814e-26,1486500.3316354908,0.49493263069912696
UBA1,25,1255498.638354704,4.697752989200817e-26,1281612.9809559234,0.4948535290283532
PSMC1,39,1389427.4555341937,4.290083533006577e-26,1418840.296050603,0.4947631701963228
IARS2,23,586671.0726193605,1.4686621526631246e-26,599877.6039001296,0.4944348969654124
RNMT,4,130753.94796491537,0.0,134241.82509517932,0.49341899478246964
CDC73,13,394602.918574146,9.107573566186796e-27,406594.21318846144,0.49251663907736726
ESPL1,4,392660.4163789668,0.0,407364.35571893275,0.4908103224720105
HSPA5,45,1033704.2531196539,3.320071662076653e-26,1075890.4451453616,0.49000135143011053
TBP,10,147204.51258141987,7.083755211490147e-27,154271.11944412216,0.48827997006719337
RPL30,39,1052059.924910016,5.552217988832223e-26,1110160.430510929,0.4865646196847494
RPL27A,18,873832.6624619628,1.5231894336147116e-26,927171.6223564311,0.4851918842325667
ANKRD11,30,1594523.9454661347,5.954748998992725e-26,1701185.6630549526,0.4838180953028988
RPS27,11,253875.24783162295,1.5702621276551404e-26,272853.50556521345,0.48198479045314974
SLU7,26,762673.4992580628,1.1159553094178897e-26,821342.935389363,0.48148079942606187
TRA2B,23,613216.6585356689,2.261586462546023e-26,662027.1983530951,0.4808622721239723
BCR,47,1016360.6193670566,4.7376821920978307e-26,1097712.3497306877,0.4807594790830823
SRP19,6,166759.09015329066,9.32068725753155e-27,182194.20661027936,0.47788369303264294
RPS15A,39,711643.6328710256,2.668449753411174e-26,783597.2755016554,0.47593911381513115
RNF103,6,79297.92774979917,9.38270213754315e-27,87378.3638387825,0.4757600915764048
DDX56,16,441846.0912667408,0.0,487367.25170707575,0.47550553875246193
LARS2,11,318821.35818494903,1.9936305169915803e-26,352969.9255544555,0.4745839457908529
RPL35A,7,163045.18476074556,8.29531394299743e-27,181401.10442253764,0.4733544528737473
N6AMT1,6,124841.08438465928,5.0313301855469085e-27,139750.8586900547,0.47182496539362634
SGPP1,11,249792.04503972147,1.1118154163818362e-26,280331.46902209637,0.47119593531290355
DDX51,6,77981.64476830007,5.9279481892146925e-27,88410.02602065813,0.4686631512175125
RBM14,26,1048762.1669180114,4.556909033057061e-26,1195199.9528187294,0.46737070902117145
NBPF3,5,47682.4330808863,5.297721412978318e-27,54417.4840442791,0.46701735342676026
HMGA1,4,127447.18890714225,0.0,146092.0394315417,0.4659192382795746
LSG1,4,66226.1840488198,0.0,76152.6249617752,0.4651407362446165
NSMCE2,5,154913.27283952996,7.267659915856271e-27,179122.63964308955,0.46376232929023875
CSH2,4,55002.33670367951,0.0,64016.22103007605,0.46213244178878143
POLR1A,6,102308.79345503263,6.78501983351697e-27,119507.49072778992,0.46123211301614353
RPL7,35,1177662.2244714424,3.8427638461447454e-26,1378813.3072784718,0.4606585159316309
SMU1,9,372887.32480856444,6.630707831708909e-27,440801.465399147,0.45826774228188266
TRRAP,43,1363121.8880042243,2.4861034965251522e-26,1612615.7305373035,0.4580786556955648
RBMX,10,373159.6612351553,1.5664197683787818e-26,442392.1393290703,0.4575548248155313
RPL21,29,630435.3105624856,2.084985150905412e-26,751214.1822415253,0.4562917830071638
CLSPN,7,289904.36045597744,1.2906611644913672e-26,346120.92447998223,0.4558063450027265
EIF3E,26,1646860.202033203,5.0466149344139133e-26,1967301.1909574207,0.4556686940508956
TICRR,13,706107.5435583565,1.95142230313271e-26,847447.7928255787,0.45451071295722023
TACC3,5,91165.99504273673,6.720353275380037e-27,111251.84087141897,0.45038518780232256
U2SURP,38,947585.979068025,5.457339297707896e-26,1176414.525383914,0.44613265254969087
GSPT1,5,54352.44907265194,5.218460748341333e-27,67531.06858025295,0.4459376470199582
MRPS35,21,368215.59461908403,2.1552032534019253e-26,460389.0213015726,0.44438033236148744
TUBGCP2,25,842971.1740268432,3.560793463226056e-26,1057853.1789792285,0.44347662775559493
YARS2,18,356513.8147525117,3.942920355439204e-26,455264.323121417,0.43917641793881274
SKP2,19,591074.4165660482,2.3333186023002012e-26,757724.5268175962,0.43822277550370714
POLR3D,6,108723.8352195993,5.9608063415696684e-27,141509.4392817354,0.4344899192014505
MRPL39,11,247933.69023784483,2.0689724382416516e-26,323595.76253381604,0.433807372543056
RPL5,20,563300.6338434683,2.4914597150388895e-26,740513.0633749757,0.43204073944399707
CSNK1A1,13,154222.36514312692,2.1314257607477543e-26,203180.59417403725,0.43150836086465627
DDX10,6,98280.33684660953,3.842831434134092e-27,129938.11712325842,0.4306414978150086
SRCAP,16,157470.50063470175,0.0,208683.37191020066,0.4300664623324194
DHX15,40,935177.1773399243,6.918195994337148e-26,1246541.5546078703,0.4286424109788969
FBXO5,39,1334479.783093711,4.382564278066826e-26,1779826.885444702,0.42849979951396394
LTV1,41,697971.1393523217,4.769234624994719e-26,931298.4147372271,0.42839512811147723
CTU2,4,186938.70863367274,0.0,249568.0465388131,0.42826074606750086
PPIH,4,66350.35789010902,0.0,88627.96703953641,0.42812669397626857
NOP10,9,124693.73951154632,8.918496703544375e-27,166966.87023906107,0.42753027094803514
ZNF236,4,69739.78965039132,0.0,93481.44860275924,0.4272715389049267
SEC61A1,7,81705.77220041321,14764.988300507552,94993.33635126744,0.4267420030372102
HARS,36,639843.9238438826,2.3395683120288448e-26,861654.2098119194,0.4261370090990457
TPX2,41,1440396.005464069,5.627725444532279e-26,1940716.5646394899,0.42601243691213503
RPS9,32,626096.137533627,0.0,844780.3357400628,0.42566194300473226
ATP6AP2,12,301150.47858324467,1.2074555230726855e-26,409762.6726152933,0.4236107857556595
POLR2E,11,151410.77966971422,6.91210800093166e-27,206164.87815106136,0.4234370443236505
MTBP,19,688653.0686947601,2.682480550009429e-26,947819.674740136,0.42081548345822284
RNF40,20,582754.9816470795,2.296606727694866e-26,802314.0576180845,0.42074074658130756
CHCHD4,13,199895.2117663469,7.447465831762847e-27,277401.2852461162,0.41880720478266414
DTL,9,329187.60032127163,2.3230195985544078e-26,457561.35288088897,0.4184150471143806
RNASEH2C,4,31922.090217293124,0.0,44400.65920333899,0.4182513137906391
BNIP1,4,85118.37642466303,0.0,118643.66181963986,0.41773422153644413
SNRPD1,10,170154.33008131076,7.773575417284526e-27,237600.47554174392,0.41729570745662387
MRPL19,18,796024.2383813645,3.1480308788946946e-26,1111799.2861955184,0.4172420709394003
DHX36,29,934581.0570161745,2.0187308633168902e-26,1310817.9438635183,0.41622048315245014
AP2S1,4,57101.006090736904,0.0,80446.15666160804,0.4151376513199901
WDR5,4,124424.65939956487,0.0,175637.56725403637,0.41466285439254424
ABCB7,19,539069.5434488843,2.985463358149305e-26,763472.6178818102,0.41385957357277686
NIFK,25,493494.65219661535,2.1486952537509977e-26,699674.3760520831,0.4135999514846221
USP9X,6,68902.82399460062,4.7201849122668515e-27,97954.97281314625,0.4129433883991066
ILF3,5,22951.7128605783,5.6372909951954506e-27,32846.906877801164,0.4113311936422619
METTL14,5,74081.30645915683,5.6645704784105075e-27,106296.2772526165,0.410701290785289
MRPL53,12,450831.1710617116,2.0432475989665632e-26,650226.9245127054,0.40945266455401247
SRRM1,15,203678.7126610183,2.590393789065579e-26,294046.36510646634,0.40921930953249674
RPL10A,31,624687.0204100972,2.8329013514943586e-26,902976.472792112,0.4089166385069925
HJURP,6,181315.70469886228,1.0768316640979596e-26,264176.287239769,0.4070010414998423
MRPL35,16,514945.9691881989,0.0,751011.4568191473,0.40676404957176715
PSMC2,43,768711.1877410844,3.577131057033036e-26,1125742.9732867656,0.40576922026132023
NDUFB6,16,302828.08627648477,0.0,445972.7192857527,0.40441741518841734
PSMD6,47,923023.4632466037,3.822818586564221e-26,1360776.13858387,0.4041613206810252
YJEFN3,4,165440.4501526056,41012.16587607522,203191.30958925566,0.4038640385135536
C1QBP,25,548758.6449500152,4.577646769594958e-26,810380.2770090083,0.40375463912037074
KAT8,19,541049.2010546136,42641.01033689181,766008.3709077941,0.400866688422315
RUVBL1,21,302910.4203558021,1.6652149844872164e-26,454328.1876816715,0.40001977862810173
POLR2F,42,637678.9343513076,2.2446646704162994e-26,956861.6121689553,0.39991390356482487
NOL11,31,503504.69087496167,3.260501986349243e-26,757234.6058984819,0.3993725682728855
KANSL2,12,158676.56444656043,1.2362792817166713e-26,238933.60677875395,0.3990757176999955
RANGAP1,6,154739.38572868166,8.134254242527667e-27,233027.60702632295,0.39905249446140373
CCDC78,8,126443.016294158,0.0,191193.1133332659,0.3980750440526751
DDX24,35,644200.0181994338,2.9743162025905204e-26,974501.3356830062,0.3979733609626792
TOE1,7,88477.99220754128,8.121448371495991e-27,133959.65922498459,0.3977653586869494
NDUFAB1,10,100867.41159113354,7.721996199108707e-27,153050.58405790318,0.3972440446109681
RPL37A,41,834214.5463197716,3.147249904248526e-26,1267555.1474019538,0.3969105410605571
GTF2H1,46,713955.7727362701,3.9236509195329574e-26,1084926.1096048171,0.3968886338479985
KRR1,45,661159.5714963054,8.11178406552832e-26,1009555.4637705595,0.3957344954345836
BARD1,7,129439.62419256118,1.5194282550291946e-26,197654.72300957,0.39572565316322234
GFM1,33,765147.8979280673,6.432159635670482e-26,1170546.355714744,0.3952834475217996
RPL11,43,821883.2169506142,3.8531321786987055e-26,1257829.319188035,0.3951907788547471
MRPS34,10,172170.71448858734,7.480687303857373e-27,263739.6341681123,0.39496817411916973
EIF4E,43,671648.6126050346,5.485968324371743e-26,1035770.6944054242,0.3933706324201243
POLA1,27,1216597.976659226,5.325779552166466e-26,1885634.5534273991,0.39216853181062294
NOP16,10,226316.69581019517,7.404439137913386e-27,350995.8786032306,0.3920176102870141
OXA1L,39,483487.2240975142,4.540541055710759e-26,750706.5144343048,0.3917433778854399
ACTR10,5,128983.52077684185,8.112249346984728e-27,200320.97105846388,0.39168466867239116
SNW1,8,140827.33073551138,9372.01529588921,209706.7691699451,0.39128907453191514
RPL13,38,658483.9388082718,5.1256944914800345e-26,1036208.1346314728,0.3885566877478432
RPS14,14,192639.60691482094,1.6115868014850742e-26,304669.927308781,0.38736359079777
TTI1,11,124297.76885049314,1.9306266955169933e-26,196885.0163554348,0.38700009644289934
RPL32,23,353390.4067381233,2.1358142294775824e-26,560719.8759896375,0.38659493653608706
TMA16,12,200895.72201973986,1.9583442188407497e-26,321229.7810498917,0.38476519694719463
MARS2,4,34145.40575950724,0.0,54905.650785537866,0.3834362789647005
SRSF1,15,394948.5740132832,3.3540267379693366e-26,637265.2617328867,0.3826228251705051
WDTC1,5,36865.20154482092,3.176916343464756e-27,59736.90529611579,0.3816190220936123
RRP12,22,447524.59577674954,1.4511477803851562e-26,730380.949642587,0.37993249757341957
PTBP1,15,524592.1033650095,3.3983882385298025e-26,856974.880341873,0.3797080485793576
FXN,11,153571.9643685038,1.9900920094064483e-26,251533.47060332706,0.37909134539057093
SSRP1,45,564146.828908975,1.9222733483297483e-26,926332.6178044156,0.37850024041120284
TRMT112,19,200343.7597913021,2.0370050082706017e-26,329202.3648898268,0.3783310847793305
QRSL1,6,95327.61416959694,8.82969035852732e-27,157298.7627459,0.3773462428330825
VARS,22,318352.9769301604,2.7342205533638985e-26,526613.6745027534,0.37676395440020044
PSMD7,41,851722.0801698741,4.4723345261346626e-26,1411295.041024829,0.37636572529342105
COG4,5,68410.29328297611,7.42252183379116e-27,113546.21881131247,0.3759705684373988
EXOC4,4,12757.782399750064,0.0,21178.68560863567,0.37593135492466695
RPA3,23,906192.3786659985,2.631674947168838e-26,1506301.278500564,0.3756247714782835
MRPS26,7,120875.74942868398,7.901453398851173e-27,201132.57641682966,0.37538082008064355
TEX10,14,191516.35395741832,1.7895196724716288e-26,318858.0127536302,0.3752468118483044
U2AF1,8,99161.26229994465,0.0,165096.255744492,0.37524481056871967
TRPM7,6,47185.3776406981,8.767677681298091e-27,78886.01099246216,0.3742750686914147
CHMP6,48,788789.0763100534,4.952250729652214e-26,1322869.313728482,0.3735400953255791
RPS28,38,470328.93029433704,5.475316941076025e-26,790511.2017490263,0.3730282042435506
EIF5,4,24394.724133041305,0.0,41026.58657729003,0.37288650851180344
HBS1L,8,169127.84129094056,0.0,284510.24771746073,0.37282548663546716
MRPS10,8,104564.81020978626,0.0,176950.4330171401,0.371435695670297
RGP1,8,82000.83579106137,0.0,138902.2807576082,0.37120723814231416
LSM6,47,731667.8751872396,6.125025155331281e-26,1242284.3865558198,0.3706613829359555
SUGP1,10,201975.11895349258,1.0134979253160325e-26,344026.64366125816,0.36991660610444344
SMAGP,4,40342.720539078146,0.0,69249.50562798898,0.3681166260604831
COX7B,4,14648.684569649356,0.0,25197.977441767292,0.3676263915269062
HIRA,29,492062.0215495969,18152.65939430231,828887.4156096512,0.36745668819130206
OGFOD1,4,43443.43687395298,0.0,75553.554353733,0.36508012871375345
CIAPIN1,8,160555.34449057066,0.0,279258.59481070377,0.3650528783731649
RPLP0,18,533867.7221382741,2.3722989041086632e-26,929021.2615005546,0.364940694823142
HAUS4,20,502110.1002412635,3.5303424499639574e-26,874505.4999506538,0.3647424162353406
MRPL4,7,115609.41022594296,5.268671916916679e-27,201439.88710389144,0.36464174877407646
MRPL51,5,69500.11866360983,8.066722597178148e-27,121121.37752743336,0.36459748796618385
SAP130,5,97978.86073270619,5.4202727096080635e-27,170936.88614142535,0.36434779990242105
DNTTIP2,31,643240.1888799656,2.649548745670424e-26,1128942.170773904,0.36296501055658786
PSMA3,41,745047.8230445433,6.100211550864424e-26,1308002.688290378,0.36289795060137275
ADSL,5,86185.80038506712,9.304879596894478e-27,152477.14537005278,0.361119318763031
NFRKB,23,286522.49919105286,1.4980541920976348e-26,509567.98648081993,0.3599119752690397
COQ5,5,76284.16475917504,8.38119118294787e-27,135787.65567732955,0.35970910516145127
WDR83OS,4,44967.74314069038,0.0,80075.17685654508,0.3596184665368064
MRPS2,6,100679.66912604657,5.21472742623075e-27,179567.83761024757,0.35925268452355447
SNRPE,16,193268.6004576489,0.0,346245.225688948,0.3582273355959072
MASTL,4,83262.44930502462,0.0,149400.3607169543,0.3578674619169221
RPS12,44,832182.934637164,8.456834955198121e-26,1493291.674110296,0.35785509396956683
PRPF3,9,88966.07972489088,8.97592201225142e-27,159845.13550798115,0.35756458824263243
QARS,46,532822.4820982296,4.3288171128447606e-26,958204.0874003858,0.357352774925668
SDAD1,23,340969.9441039647,1.8926972021645252e-26,617892.6615143387,0.3555983329687751
MRPS23,7,99024.19113649416,6.4302891016148855e-27,179950.98214892845,0.3549570019808946
MFAP1,16,314317.9784528682,0.0,574048.9316617635,0.35381549546043956
RIOK1,33,390272.15375980735,2.992407193536107e-26,715891.7375633221,0.3528158501838153
GGPS1,12,154123.59239215738,1.3101872016357483e-26,284145.6119083043,0.3516642074775935
SETDB1,6,59449.41580378823,4.875363146540747e-27,110135.13157722338,0.35055915601921633
THOC3,7,135653.70965389544,1.0645514497362611e-26,251501.25385843188,0.35038607906050034
CDC6,20,504404.6730507583,3.5003878746117523e-26,948866.9594681711,0.3470821708509391
RPL10,34,575024.6907031895,2.4681849166434033e-26,1084605.1837352645,0.34647766924402507
EIF3H,41,711636.9970826055,4.250452097493974e-26,1342919.8346423008,0.3463700716836095
ORC1,48,1065892.9221221588,4.9997425077872276e-26,2022113.0352086578,0.3451719125061164
MRPL36,12,189873.85269987307,9.727503544164163e-27,360215.54333770386,0.34516908354819964
NUDC,5,59430.47277824426,2.5401225525694844e-27,115079.02542524897,0.34055723837417246
DMRTA2,6,69895.21117782968,9.418671575556507e-27,135454.7679442896,0.3403711628149901
RPS3A,11,136606.55502292333,1.6691941163246453e-26,266708.8703497893,0.33870897671886024
RPS17,23,343366.2804439004,2.883855946759453e-26,670531.1088226112,0.33865979346519814
EIF2B2,37,439066.8403925927,3.0145867198783964e-26,859290.4049382837,0.3381710557487588
CWC15,14,310947.013538939,1.8324663211673024e-26,612862.513518662,0.33659212687417
KIF14,4,152115.32488767337,0.0,300000.2051041265,0.33645233308051226
DHODH,10,180507.94085078486,23461.347252358784,332563.76618064725,0.3364339613553576
EIF2B4,39,496900.8321208657,3.037251402423611e-26,980978.2139983601,0.33622564270444294
C14orf178,6,108035.71909488823,2.7367003249520937e-27,213957.55998583254,0.3355216587232079
EIF6,9,76534.87577229613,1.2922983860159028e-26,152739.83032947298,0.33381299260427044
NLE1,45,769745.1814262591,4.437303913310123e-26,1537119.4691532482,0.3336759186252611
GNL2,40,617130.3947043356,5.951500004608746e-26,1237011.2752564726,0.33283885730122237
CPSF3,47,566139.026118324,3.611989072325509e-26,1145555.9933746436,0.330747603791021
MRPL2,9,201274.22842415265,1.2574938365647814e-26,408841.68774191744,0.32989506271029145
CNOT3,39,785648.8592443957,4.550954246203359e-26,1598550.125865115,0.3295231917097345
RNGTT,4,38358.42229477184,0.0,78242.09669935223,0.32897299793927043
PSMB5,30,405570.97044686845,3.3825438231246814e-26,828271.4197661724,0.32870565451786815
KCNA10,11,173176.25851494132,1.855887178124851e-26,356274.25197818875,0.3270867721964136
GTF2A2,17,225281.22904319488,1.6520519244863823e-26,463747.46413424786,0.3269547861705363
BDP1,37,450532.2124783902,3.4645080672698966e-26,934825.3561226727,0.32521005600982755
SPCS2,6,99550.6858023779,9.287876601417651e-27,208503.10062402632,0.3231600784954517
WAC,11,156671.60873277066,1.992412911908954e-26,328744.1396444433,0.3227575727745487
LSM2,41,546848.7056041956,6.782633476988406e-26,1147975.154627289,0.32265813482794914
RSL24D1,12,177791.12173386983,1.3793457566452543e-26,373431.11400152365,0.3225398218863144
NUS1,9,134757.16175076997,6.870800856223732e-27,283821.70282209275,0.32193971830919466
SAE1,6,201371.71966048906,1.016038445585975e-26,426231.17617219675,0.3208584934798855
PHF12,7,80143.54489221824,4.933018789590823e-27,169680.9926778268,0.3207993324904998
METTL17,5,43820.98383709205,4.5151672927682916e-27,93015.87677315381,0.32024254021661536
THOC7,8,203318.70494572225,0.0,432158.37076901086,0.3199465609629519
NVL,6,56482.890194921325,7.488416949460619e-27,120165.90979091778,0.3197468094855398
WDR12,25,348215.7107325409,4.815849650036873e-26,741441.7139166115,0.3195643904731427
RARS2,13,171786.5637532557,2.57508950508837e-26,365801.61715221364,0.31955048465521046
ZBTB11,8,98821.39060784325,0.0,210436.37239447676,0.3195437671425629
GTF3C4,6,85374.13453319085,1.0774866175015597e-26,182618.3012839464,0.3185691949583431
E4F1,8,57122.45115103676,0.0,122204.14189003332,0.31853865164300726
EIF4G1,46,527700.8810788039,6.037077414810511e-26,1129989.0028345766,0.3183351036884158
AKIRIN2,17,150312.14731327677,2.4436463902312416e-26,322237.2400392432,0.31808769905598144
PI4KA,5,136023.83786130865,5.2238976582039866e-27,292539.1780539901,0.31739518532834016
SNRNP48,16,277842.52920327894,0.0,603721.3963010174,0.31517003040288866
ABCE1,27,514432.7239579547,2.900618977490346e-26,1120437.308109313,0.31466276454248937
MRPS6,14,167256.75956592034,1.517513703289765e-26,365015.6387428377,0.31423151021424717
PSMB1,8,122212.24208995982,0.0,267701.5236761753,0.3134340277774677
SKA3,7,142196.53484264176,9.944128073202462e-27,311613.07428268885,0.31333962962289486
MAK16,23,315901.01811316074,1.6991889717461095e-26,693397.2846500084,0.31299073549248463
COPS8,23,246097.64842413916,3.041914719786494e-26,541317.24664045,0.3125387263647744
BCAS2,29,488841.3305249387,2.6193697926446144e-26,1087328.7648314487,0.31014503571989605
WDR3,42,576411.5999718523,3.7270521108316285e-26,1284049.9420165413,0.3098218302087581
ATP6V1B2,45,631861.0488272652,6.807380301735973e-26,1408958.817733821,0.30961137686884244
MYBBP1A,5,69003.01680118078,7.445951744159251e-27,154589.573182901,0.3086104812601049
NARS,18,222354.90154191607,1.3417678923823935e-26,498280.0765696871,0.3085541339175469
SNRPF,8,134130.94488541933,0.0,300755.4441573194,0.3084275531838674
DDX52,4,63152.1309472807,0.0,141680.3071081705,0.30831118130900964
PMPCB,47,626335.4046426268,31660.881486186143,1375969.0794982607,0.3079380874558436
PPP4C,13,132725.98562436373,1.0438352788928319e-26,299747.2296564273,0.30689989792359507
POLR2A,44,511186.9482272185,3.3411647804122654e-26,1158982.6014946348,0.30606889480912314
WDHD1,13,106855.43050961706,1.2685690503934284e-26,243854.8412543645,0.3046829223796668
PSMA4,41,678625.9641944002,5.852095073475437e-26,1552131.9402458367,0.30421318370927725
TGS1,12,184698.43285363092,1.530245240533186e-26,424550.42816447554,0.3031576169793476
UPF2,12,142193.28897415174,1.4848499125748935e-26,331078.1674852794,0.30044763324183393
MYO1H,5,30207.411020659354,5.53750692292147e-27,70538.21790622588,0.2998384281523715
CLASRP,6,69959.26128489223,6.759626126211901e-27,163759.75818718583,0.2993306297575415
USP39,13,337835.46094078815,79788.58917361923,712916.8237210074,0.2988264013796024
HNRNPC,38,439631.5070203082,2.7403767200790487e-26,1033433.99165537,0.2984466796727964
DAP3,14,240946.2911701909,1.4277366146285352e-26,566853.2713317978,0.29827484731968734
RPLP2,22,269418.0066606829,1.9774542096127495e-26,634307.7221090103,0.29811921701893007
MRPL3,15,164700.8596930723,2.0520222021274351e-26,390711.8644686855,0.2965377862771199
NAA50,4,31837.603627951194,0.0,75530.3370770814,0.2965280270711096
ZNF317,8,64882.745470294525,0.0,154127.39239676186,0.2962545300513882
TULP1,6,26162.778197084055,9.928081901560678e-27,62158.175225679304,0.29622391044457413
MRPL18,20,420995.0460309328,3.014022597586237e-26,1004246.6674652786,0.29538501577967735
CHTF18,4,13693.123311392887,0.0,32807.82975246822,0.29446973468667886
NDUFA2,17,170939.02239443708,2.5111332763315977e-26,410080.8684079764,0.29420511259668397
MRPL54,11,155292.44304408474,1.2062073131120895e-26,373368.26146052254,0.2937468998941482
ARFRP1,10,120481.67848767777,1.8978922099141578e-26,290033.74875056476,0.29348879601973216
YRDC,5,34281.593714848015,7.629945442136988e-27,82685.12611589057,0.2930884422890253
SART1,36,359471.2025353665,4.0352023355476886e-26,868633.1389796728,0.2927041216155203
MFN2,5,63564.70057823753,7.161150308438321e-27,154107.64545888884,0.292020101475802
CCT3,28,473845.8854936628,2.825596638926708e-26,1150311.361655952,0.29174877391044446
HSPA8,27,240719.24963405405,2.0905043213252098e-26,585739.1201824362,0.2912660315697501
EIF3M,29,458888.88247493136,5.670601843153341e-26,1118381.5100821662,0.2909386270358964
SNRNP35,13,170143.35874679015,2.0874171972570262e-26,415632.07268455456,0.29045833883992733
POLR3K,6,44177.62517055092,3.398795911355721e-27,108336.80375028827,0.28966193876305824
TIMM13,18,183787.29207425952,1.6697347131269387e-26,452396.007395451,0.2888904695037658
MZF1,6,47140.44017081193,9.640261796547456e-27,116258.76508947305,0.28849858905812964
NELFB,11,87530.15310064924,1.067389327878526e-26,216551.5868055207,0.2878507375275421
RIOK2,14,207193.51298490076,1.2102170740253706e-26,513301.59028695343,0.2875710217099468
NDUFB10,14,226308.93013167212,1.2879448042667912e-26,561664.2626059478,0.28720384426457096
GTF2H2C,8,73743.52126583384,0.0,183292.84651397238,0.2868991726844166
MRPL38,9,112913.54937657817,9.672083805948332e-27,280713.3846760126,0.28685422568541075
MRPL50,14,220901.68829033946,2.181956394923531e-26,549560.8759814621,0.28671307151584124
RBBP8,6,112255.21131187055,4.700430079072996e-27,280990.83903212124,0.2854579498349071
DDX23,12,79045.94210150556,1.1631184084566191e-26,198217.14429591742,0.2850936384232656
DBF4,8,160363.17097080624,0.0,404038.28907457757,0.28412961752067645
CSNK2B,7,60672.63289527118,5.729877760309359e-27,152902.18650665888,0.2840813962300037
TVP23C,5,106876.98877389354,6.881871284239926e-27,269382.4403294144,0.28405132338769584
PRPF18,28,343017.3372140002,2.3896501986876199e-26,867152.2159233526,0.28344568438755635
PMPCA,7,117365.44333717896,1.1745938327528762e-26,297964.7864805584,0.2825834358088583
RPS20,26,311546.90372907376,3.468945866118973e-26,792334.3279133656,0.28222864453047214
HECTD1,6,52362.6168078686,7.124419586429136e-27,133174.69402428105,0.28222149266375635
LRRC37A3,7,77809.18205744201,1.294775088590961e-26,198031.57203396942,0.28208008027579806
PDRG1,5,46280.58021976376,3.3990363765488124e-27,118175.80457910823,0.28141552714030715
RPL12,29,362860.2905413958,3.578966424936613e-26,933902.3399388996,0.2798201320830779
H3F3A,26,285115.51851776184,2.4170889493778484e-26,734109.2610031284,0.27973762436563493
PSMC6,9,160244.36886907782,7.063193739853977e-27,413168.64325607195,0.27945715475689936
CENPE,11,330688.44769225037,1.4613805351786055e-26,854366.3812495644,0.27904906981184663
PHF5A,25,376946.99481169815,1.7383849572108314e-26,975666.8294093879,0.2786804245689018
CDC23,16,414536.80294349807,0.0,1075858.7888828858,0.27813877417304345
UQCRQ,13,194420.0660337562,2.075542250165082e-26,504941.8505729398,0.27799635841923215
FAF2,8,128321.88840466371,0.0,334799.58941436734,0.27708040881404916
CCT8,4,21130.63317263542,0.0,55328.139872734464,0.2763663649179501
MRPL14,19,217166.08189262406,3.1820198495128523e-26,570017.3339477803,0.2758773591041365
MRPS24,8,133642.06404176497,0.0,350825.0954151101,0.27585371151181437
NOP56,4,49858.90183792375,0.0,131413.03917111634,0.27505030045128315
MRPL9,4,34507.645396865926,0.0,91121.62622698935,0.2746783846696553
NEDD8,20,259148.98089069698,2.642365958855663e-26,685784.3425440609,0.27425107620155775
WDR36,30,364605.2711823343,4.183437547674446e-26,965537.2930837626,0.2741099194758153
DR1,6,76125.28142197519,7.872324592306593e-27,201613.28741389263,0.2740897014809712
C1QTNF4,18,142176.75137099158,2.6922739228529183e-26,378602.0958125674,0.27300792292141335
GMPS,5,67682.6768364698,8.945947846500318e-27,181473.88817249142,0.27164717427387675
SRPRB,15,90516.4915470558,1.1699616510622359e-26,244127.17841440497,0.27048619075173347
SDC1,14,118559.7710552327,1.4798570205588776e-26,320443.3437351472,0.2700658994454833
ZNF335,7,50707.885357153726,9.36273743473151e-27,137172.96652930387,0.269893844146492
POTEI,6,46915.177703400805,8.614967431957607e-27,127022.45220839916,0.2697241403553129
PRC1,18,280545.98205699015,3.3896046388653345e-26,761188.3484935395,0.2693066493342202
MRPS18A,6,125727.50464114163,5.4695693733916936e-27,341880.8438535062,0.2688735242770814
SLC25A10,34,299397.1884294902,2.1614599079130456e-26,814477.4719671161,0.2687889392536202
PPME1,23,358573.2913787787,3.171885187685423e-26,976358.3721027056,0.2686079753652889
SRBD1,11,400161.18064740184,2.0179710792597516e-26,1090508.2956073626,0.26844393544086487
BUB1B,8,76680.53334286693,0.0,209294.26073227322,0.2681373845931297
UXS1,7,66235.15986531891,9.458013115138394e-27,180872.61393976887,0.2680415870589466
BRIX1,7,71085.77312594649,8.470369106398947e-27,195754.20149330504,0.26639851554242316
